l1_category_group|l2_category|l3_sub_category|commodity_code_reference|labor_rights_risk|hse_risk|contr_manuf_contr_hse_gl|hse_risk_comment2|animal_welfare_risk|bribery_risk|bribery_risk_comment|contractor_safety_risk|ey_id|ey_source
Clinical Services|Drug Supply|Comparator Drug|5570030|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|221|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Clinical Services|Drug Supply|Clinical Manufacturing of Drug Product|5570040|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|222|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Clinical Services|Drug Supply|Commercial drug supply (not for clinical purposes)|5570050|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|223|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Clinical Services|Drug Supply|Medication Management|5570055|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|224|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Clinical Services|Drug Supply|Packaging Material for Clinical Supply|5570065|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|225|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Clinical Services|Drug Supply|Overencapsulation for Clinical Supply|5570070|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|226|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Clinical Services|Drug Supply|Devices for Clinical Supply|5570075|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|227|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Clinical Services|Drug Supply|Clinical Supply Handling and Distribution|5570080|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|228|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Clinical Services|Drug Supply|Materials;Excipients;Capsules;Consumables for Bio-;Pharmaceutical Dev|5570090|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|229|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Clinical Services|Drug Supply|Biologics Drug Substance for clinical development|5570100|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|230|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Clinical Services|IVRS|IVRS|5575010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|231|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Clinical Services|Licensing|Licensing (excludes HE;OR)|5580010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|232|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Clinical Services|Patient Recruitment and Retention|Patient RECRUITMENT Vendor-related|5585010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If agency is conducting clinical trial on Novartis's behalf?|No|233|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Clinical Services|Patient Recruitment and Retention|Patient RETENTION Vendor-related|5585020|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If agency is conducting clinical trial on Novartis's behalf?|No|234|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Clinical Services|Investigator Fees|Non-patient related fixed costs|5590010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If third party makes any payment to healthcare professionals?|No|235|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Clinical Services|Investigator Fees|Patient-related investigator costs - variable|5590020|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If third party makes any payment to healthcare professionals?|No|236|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Clinical Services|Investigator Fees|Patient related investigator costs - fixed|5590030|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If third party makes any payment to healthcare professionals?|No|237|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Clinical Services|Investigator Fees|Trial Lab costs|5590040|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If third party makes any payment to healthcare professionals?|No|238|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Clinical Services|Investigator Fees|Investigator Supplied Drugs|5590050|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If third party makes any payment to healthcare professionals?|No|239|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Clinical Services|Clinical Services - Other|Clinical Services - Other|5599999|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If third party works directly with healthcare professionals or public officials?|No|240|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Scientific Services|Animal Study Services|Animal costs|5610010|No known problem in sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|Definitely problem sector|No known problem in sector|""|No|241|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Scientific Services|Animal Study Services|Non Animal Costs|5610020|No known problem in sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|242|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Scientific Services|Invitro services (not Analytical)|Invitro - but not Exp Path|5615010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|243|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Scientific Services|Invitro services (not Analytical)|Experimental Pathology (TCR, Biodistribution studies)|5615020|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|244|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Scientific Services|Invitro services (not Analytical)|Compound Profiling (Safety, Pharmacology, Secondary)|5615025|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|245|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Scientific Services|Analytical services|Bioanalytics|5620010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|246|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Scientific Services|Analytical services|ADME|5620015|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|247|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Scientific Services|Analytical services|Sterility Testing|5620030|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|248|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Scientific Services|Analytical services|Analytical services in chemical and pharmaceutical development|5620040|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|249|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Scientific Services|Analytical services|Analytical Services - Other|5620999|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|250|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Scientific Services|Scientific and Medical Consulting (not monitoring;Stats;DM)|Modeling and Simulation Consulting|5625010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If third party works directly with healthcare professionals or public officials?|No|251|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Scientific Services|Scientific and Medical Consulting (not monitoring;Stats;DM)|Toxicology, Pathology Consulting|5625015|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If third party works directly with healthcare professionals or public officials?|No|252|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Scientific Services|Scientific and Medical Consulting (not monitoring;Stats;DM)|Regulatory Consulting|5625020|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If dealing with regulators on Novartis's behalf?|No|253|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Scientific Services|Scientific and Medical Consulting (not monitoring;Stats;DM)|HE and OR Consulting|5625025|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If third party works directly with healthcare professionals or public officials?|No|254|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Scientific Services|Scientific and Medical Consulting (not monitoring;Stats;DM)|Medical Consulting|5625030|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If third party works directly with healthcare professionals or public officials?|No|255|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Scientific Services|Scientific and Medical Consulting (not monitoring;Stats;DM)|Scientific Consulting and Key Opinion Leaders not included in other categories|5625035|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If dealing with public sector on Novartis's behalf?|No|256|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Scientific Services|Scientific and Medical Consulting (not monitoring;Stats;DM)|Technical development Consultancy, Academia|5625040|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If third party works directly with healthcare professionals or public officials?|No|257|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Scientific Services|Scientific and Medical Consulting (not monitoring;Stats;DM)|Case Processing Services|5625065|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If third party works directly with healthcare professionals or public officials?|No|258|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Scientific Services|Technical feasibility studies|Chemical and Pharmaceutical and Packaging Development|5630010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|259|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Scientific Services|Technical feasibility studies|Device Development|5630020|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|260|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Scientific Services|Collaborations|Collaborations|5635010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If third party working with healthcare professionals or public officials?|No|261|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Scientific Services|Biological synthesis services|Protein Production|5640010|No known problem in sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|262|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Scientific Services|Biological synthesis services|Antibody Production|5640015|No known problem in sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|263|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
